CPD-9939	HMDB30310
CPD-143	HMDB14865
CPD-12005	HMDB33212
24-DICHLOROPHENOL	HMDB04811
CPD-10330	HMDB00283
GLYCERATE	HMDB00139
CPD-1074	HMDB29757
F-	HMDB00662
GAMMA-LINOLENOYL-COA	HMDB06368
CO-A	HMDB01423
2-ACETO-2-HYDROXY-BUTYRATE	HMDB06900
CPD-9408	HMDB60124
1-2-DIPALMITOYLPHOSPHATIDYLCHOLINE	HMDB00564
AMINO-OXOBUT	HMDB06454
CPD-16497	HMDB10733
CYCLOARTENOL	HMDB36591
CPD-217	HMDB03374
CPD-4587	HMDB30590
CPD-7600	HMDB34233
CPD-627	HMDB06345
N-ACETYL-BETA-GLUCOSAMINYLAMINE	HMDB01104
CPD-7682	HMDB59657
DEOXYINOSINE	HMDB00071
CPD-3617	HMDB00511
CPD-9835	HMDB30282
S-METHYL-L-CYSTEINE	HMDB02108
CPD-6366	HMDB34864
EPOXYSQUALENE	HMDB01188
CPD-12482	HMDB01982
TRANS-2-HEXENAL	HMDB31496
CPD-2742	HMDB01046
TAURINE	HMDB00251
2-AMINOACRYLATE	HMDB03609
DEPHOSPHO-COA	HMDB01373
6-PYRUVOYL-5678-TETRAHYDROPTERIN	HMDB01195
CPD-1063	HMDB01299
CPD-11572	HMDB34355
56-DIHYDROXYINDOLE-2-CARBOXYLATE	HMDB01253
CPD-946	HMDB32582
CPD-7032	HMDB06007
CPD-1908	HMDB34976
CPD-11941	HMDB41310
CPD-9956	HMDB01060
PHENYL-PYRUVATE	HMDB00205
PHASEOLLIDIN-HYDRATE	HMDB37922
--MENTHOL	HMDB03352
CPD-8935	HMDB32759
CPD-219	HMDB03405
CPD-9025	HMDB10738
CPD-8131	HMDB12322
CPD-9557	HMDB36457
CPD-11395	HMDB05869
CPD-15568	HMDB03946
CPD-9940	HMDB30311
CPD-8922	HMDB34256
CPD-6124	HMDB12497
GLC-D-LACTONE	HMDB00150
CPD-15377	HMDB60254
CPD-5167	HMDB12124
CPD-14118	HMDB01857
OCTANOL	HMDB01183
TMP	HMDB01227
LIOTHYRONINE	HMDB00265
DICOUMAROL	HMDB14411
CPD-16530	HMDB37944
CPD-9954	HMDB01943
GUANINE	HMDB00132
CPD-380	HMDB04045
D-GLUCOSAMINE-6-P	HMDB01254
CPD-9562	HMDB34271
ACETYLSERINE	HMDB03011
CDP-D-GLUCOSE	HMDB03369
5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O	HMDB01403
CPD-108	HMDB01858
CPD-11878	HMDB00318
CPD-8004	HMDB02655
2-AMINO-MUCONATE	HMDB01241
CPD-14491	HMDB36838
CPD-9410	HMDB36688
CPD-7074	HMDB30748
BENZYLSUCCINATE	HMDB12127
ASCORBATE	HMDB00044
CPD-469	HMDB06488
3-HYDROXY-N6N6N6-TRIMETHYL-L-LYSINE	HMDB01422
3-METHYL-1-246-TRIHYDROXYPHENYLBUTAN	HMDB33798
LINAMARIN	HMDB33699
CPD-4161	HMDB11181
CPD-7408	HMDB02272
CPD-4942	HMDB35604
CPD-7851	HMDB03154
CPD-2752	HMDB01204
CPD-8254	HMDB35322
6-LACTOYL-5678-TETRAHYDROPTERIN	HMDB02065
GLY	HMDB00123
NIACINE	HMDB01488
TRIMETHYLAMINE-N-O	HMDB00925
ISOMETHYLEUGENOL	HMDB41553
CPD-12581	HMDB11627
ETHYLBENZENE	HMDB59905
CPD-208	HMDB01021
CDP-CHOLINE	HMDB01413
CPD-10667	HMDB34920
3-UREIDO-ISOBUTYRATE	HMDB02031
2-HEXAPRENYL-6-METHOXYPHENOL	HMDB06817
DIETHYLTHIOPHOSPHATE	HMDB01460
CPD-764	HMDB04110
CPD-842	HMDB31330
CPD-9938	HMDB29838
CPD-7224	HMDB00856
LINOLENIC_ACID	HMDB01388
METHYLBUT-CPD	HMDB31526
PALMITYL-COA	HMDB01338
CPD-11876	HMDB04061
CPD-7526	HMDB03063
URACIL	HMDB00300
N-ACETYL-D-GLUCOSAMINE	HMDB00803
PYRIDOXAMINE-5P	HMDB01555
DUDP	HMDB01000
BENZENE-NO2	HMDB41950
CPD-821	HMDB04827
CPD-4081	HMDB06845
CPD-1777	HMDB13682
PROSTAGLANDIN-H2	HMDB01381
CARBON-MONOXIDE	HMDB01361
HYDROXYPROPANAL	HMDB03453
DIHYDRO-NEO-PTERIN	HMDB02275
CPD-884	HMDB01901
PENICILLIN-G	HMDB15186
CPD-10590	HMDB12456
CPD-12481	HMDB11107
L-DOPACHROME	HMDB01430
CPD0-2232	HMDB03932
CPD3DJ-11366	HMDB00277
CPD-6365	HMDB33733
3-OH-BENZYL-ALCOHOL	HMDB59712
OLEATE-CPD	HMDB00207
DOPAMINE	HMDB00073
CTP	HMDB00082
N-ACETYL-D-GLUCOSAMINE-6-P	HMDB02817
DIHYDROXYINDOLE	HMDB04058
CPD1F-118	HMDB03993
CHLOROPHYLL-A	HMDB38578
MG+2	HMDB00547
CPD-9329	HMDB12183
CPD-8230	HMDB36792
8-AMINO-7-OXONONANOATE	HMDB37790
6-DEMETHYLSTERIGMATOCYSTIN	HMDB33657
CPD-700	HMDB06848
UTP	HMDB00285
4-MALEYL-ACETOACETATE	HMDB02052
ACETYL-COA	HMDB01206
CPD-1091	HMDB01005
DGDP	HMDB00960
CPD-9941	HMDB34217
THMPT	HMDB60403
BENZOATE	HMDB01870
CPD-7898	HMDB31081
ACETALD	HMDB00990
5-AMINO-2-OXOPENTANOATE	HMDB06272
PYRUVATE	HMDB00243
FRUCTOSE-16-DIPHOSPHATE	HMDB01058
CPD-358	HMDB06458
CPD-3487	HMDB01309
5-DIPHOSPHO-1D-MYO-INOSITOL-12346P	HMDB06229
CPD-7610	HMDB34648
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	HMDB06273
GIBBERELLIN	HMDB03559
CPD0-2121	HMDB03944
CPD-11962	HMDB01518
DIHYDRO-THYMINE	HMDB00079
HOMOMETHIONINE	HMDB30406
CPD-334	HMDB05971
CIS-3-HEXENAL	HMDB31498
ADENOSINE_DIPHOSPHATE_RIBOSE	HMDB01178
5-O-METHYL-MYO-INOSITOL	HMDB31449
CPD0-1113	HMDB14966
CPD-3188	HMDB01324
CPD-12607	HMDB29039
CPD-276	HMDB30180
CPD-4586	HMDB33658
NITRIC-OXIDE	HMDB03378
CPD-13614	HMDB33854
7E9E11Z14Z-5S6R-6-CYSTEIN-S-YL	HMDB02200
CPD-7418	HMDB41592
CPD-14496	HMDB02395
GLUCOTROPEOLIN	HMDB38419
3-HYDROXYPHENYL-PROPIONATE	HMDB00375
LEU	HMDB00687
CPD-7075	HMDB03265
METHYL-ACETATE	HMDB31523
CPD-535	HMDB01047
CPD-4609	HMDB12245
HCO3	HMDB00595
BUTYRIC_ACID	HMDB00039
3-SULFINYL-PYRUVATE	HMDB02332
RICININE	HMDB42006
20A-20B-DIHYDROXY-CHOLESTEROL	HMDB06763
ISOBUTANOL	HMDB06006
CPD-12480	HMDB02123
AMINO-ACETONE	HMDB02134
CPD-7033	HMDB31527
CPD-7120	HMDB30610
CPD66-23	HMDB00363
HYDROQUINONE	HMDB02434
VANILLATE	HMDB00484
CPD-1909	HMDB35162
DEOXYGUANOSINE	HMDB00085
CPD-11940	HMDB37232
HYDRAZINE	HMDB12973
CPD-4575	HMDB12170
PHENYLETHYLAMINE	HMDB12275
CPD-234	HMDB06955
CPD-83	HMDB03747
CPD-8936	HMDB38340
ISOEUGENOL	HMDB05802
UDP-L-RHAMNOSE	HMDB12305
CPD-7901	HMDB34148
CPD-7227	HMDB33909
4-METHYLCATECHOL	HMDB00873
BETAINE	HMDB00043
ISOBUTYRYL-COA	HMDB01243
THIAMINE	HMDB00235
CPD-400	HMDB01398
GDP-TP	HMDB60480
CANAVANINOSUCCINATE	HMDB12197
SINAPATE	HMDB32616
DETHIOBIOTIN	HMDB03581
PYRIDOXAL_PHOSPHATE	HMDB01491
ANDROSTERONE	HMDB00031
CPD-470	HMDB06284
CPD-7137	HMDB33681
GALACTOSE	HMDB03449
ALPHA-D-MANNOSYLCHITOBIO	HMDB12255
CPD-9610	HMDB59616
CPD-7157	HMDB30589
7-O-METHYLVITEXIN-2-O-B-L-RHAMNOSIDE	HMDB37417
N-FORMYLKYNURENINE	HMDB60485
MALTOTETRAOSE	HMDB01296
MALONATE-S-ALD	HMDB11111
DELTA3-ISOPENTENYL-PP	HMDB01347
N-METHYLHYDANTOIN	HMDB03646
CPD-10534	HMDB00946
CPD-17275	HMDB00467
CPD-9785	HMDB15466
MEK	HMDB00474
CPD-14269	HMDB60237
ATP	HMDB00538
LUTEOLIN-7-O-BETA-D-GLUCURONOSYL-1-2	HMDB60296
4-PHOSPHONOOXY-THREONINE	HMDB06802
CPD-685	HMDB34932
4-P-PANTOTHENATE	HMDB01016
CREATININE	HMDB00562
CPD-8669	HMDB36061
CPD-3622	HMDB30617
CPD-707	HMDB02869
CPD-10050	HMDB36082
CPD-11700	HMDB12494
CHITOBIOSE	HMDB03556
4-AMINO-BUTYRATE	HMDB00112
GLYOX	HMDB00119
CPD-12014	HMDB04081
CPD-8996	HMDB36101
TYRAMINE	HMDB00306
NOREPINEPHRINE	HMDB00216
4-METHYL-824-CHOLESTADIENOL	HMDB01217
CPD-8355	HMDB11506
CADAVERINE	HMDB02322
3-METHYLSULFINYLPROPYL-GLUCOSINOLATE	HMDB38406
CPD-11428	HMDB00667
OXALACETIC_ACID	HMDB00223
GDP	HMDB01201
CPD-8215	HMDB35214
DAIDZEIN	HMDB03312
CPD-12479	HMDB01889
HEXANOYL-COA	HMDB02845
CPD-3486	HMDB01544
CPD-9009	HMDB41797
CPD-9451	HMDB12241
DIHYDROXYPHENYLGLYCOLALDEHYDE	HMDB06242
CPD-375	HMDB03454
2-KETOGLUTARATE	HMDB00208
CPD-650	HMDB01166
CPD-12568	HMDB41629
STERIGMATOCYSTIN	HMDB30588
SPERMIDINE	HMDB01257
FMNH2	HMDB01142
7-8-DIHYDROPTEROATE	HMDB01412
CPD-335	HMDB00357
CPD-618	HMDB06471
CPD-13704	HMDB03422
UDP-APIOSE	HMDB12301
METHACRYLYL-COA	HMDB01011
TREHALOSE	HMDB00975
CPD-14147	HMDB32624
CPD-10256	HMDB38533
SUCROSE	HMDB00258
4-hydroxybenzoate	HMDB00500
CPD-10158	HMDB36461
CPD66-51	HMDB04385
CPD-2744	HMDB01272
CPD-6364	HMDB38318
PSEUDOURIDINE-5-P	HMDB01271
CH4	HMDB02714
CPD-296	HMDB12210
ARACHIDONYL-COA	HMDB06523
CPD-1825	HMDB12195
CPD-15709	HMDB00124
CPD-481	HMDB06482
BENZYL-ISOTHIOCYANATE	HMDB33969
PROTON	HMDB59597
CPD-14150	HMDB32029
MELILOTATE	HMDB33752
KIEVITONE-CPD	HMDB34213
ADENOSYLCOBINAMIDE-GDP	HMDB12185
CPD-458	HMDB05826
CPD-8068	HMDB32008
CPD-10503	HMDB06887
CPD-224	HMDB01513
L-ORNITHINE	HMDB00214
CPD-9673	HMDB41796
FORMONONETIN	HMDB05808
CPD3O-4151	HMDB04284
BUTANAL	HMDB03543
DEOXYCHOLATE	HMDB00626
CPD-672	HMDB12248
SPHINGOSINE	HMDB00252
CPD-9499	HMDB59966
5-P-BETA-D-RIBOSYL-AMINE	HMDB01128
L-FUCULOSE	HMDB60267
CPD-7875	HMDB11638
TESTOSTERONE	HMDB00234
CPD-7398	HMDB41922
CPD0-2106	HMDB03941
DI-H-OROTATE	HMDB00528
O-UREIDOHOMOSERINE	HMDB12271
CPD-1092	HMDB34240
CROTONATE	HMDB10720
CPD-10261	HMDB12715
3-HYDROXYBENZOATE	HMDB02466
L-DEHYDRO-ASCORBATE	HMDB01264
CPD-7862	HMDB29247
NAD	HMDB00902
MET	HMDB00696
CPD-13713	HMDB04112
ADENOSYLCOBINAMIDE	HMDB06903
MAL	HMDB00156
19-OXO-TESTOSTERONE	HMDB03959
3-UREIDO-PROPIONATE	HMDB00026
BILIRUBIN	HMDB00054
CPD-4592	HMDB06552
CPD-7043	HMDB03255
CPD-5169	HMDB12232
CPD-15291	HMDB03153
CPD-10687	HMDB12880
CPD-8764	HMDB36066
2-HYDROXYDAIDZEIN	HMDB29372
CPD-352	HMDB00151
3-HYDROXY-3-METHYL-GLUTARYL-COA	HMDB01375
CPD-15836	HMDB06327
ALPHA-GLUCOSE-16-BISPHOSPHATE	HMDB03514
CPD-10041	HMDB36080
PHOSPHO-ENOL-PYRUVATE	HMDB00263
CARBAMOYL-SARCOSINE	HMDB12265
DPG	HMDB01270
CPD-3	HMDB12260
ENT-KAUR-16-EN-19-OL	HMDB36727
CPD-9037	HMDB02274
CPD-7971	HMDB35832
COBINAMIDE	HMDB06902
CPD-536	HMDB02520
CPD-5881	HMDB02281
CPD-476	HMDB00978
CPD-8259	HMDB06809
CHLOROACETALDEHYDE	HMDB13860
CPD-9500	HMDB59963
CPD-35	HMDB03681
DATP	HMDB01532
CPD-60	HMDB04363
CPD-14907	HMDB30802
PYROGALLOL	HMDB13674
CPD-822	HMDB01180
XYLITOL	HMDB02917
CPD-8915	HMDB35762
L-GULONO-1-4-LACTONE	HMDB03466
CPD-1125	HMDB35030
CPD-4884	HMDB34173
CPD-12209	HMDB30840
RIBOSE-15-BISPHOSPHATE	HMDB11688
RIBOSE-5P	HMDB01548
CPD-8997	HMDB36102
CONIFERYL-ALCOHOL	HMDB12915
CPD-2750	HMDB01390
ANILINE	HMDB03012
GUANIDOACETIC_ACID	HMDB00128
4-TRIMETHYLAMMONIOBUTANAL	HMDB01345
PROTOPORPHYRIN_IX	HMDB00241
LIPOIC-ACID	HMDB01451
CPD-8651	HMDB29842
SEPO3	HMDB03840
17-ALPHA-HYDROXYPROGESTERONE	HMDB00374
5-DEHYDROGLUCONATE	HMDB11731
CMP-N-ACETYL-NEURAMINATE	HMDB01176
HEXANAL	HMDB05994
G3P	HMDB60180
CPD-13473	HMDB60071
Pi	HMDB00973
CPD-1301	HMDB12290
CPD-8620	HMDB12178
CPD-4261	HMDB04472
ACETAMIDE	HMDB31645
CPD-8844	HMDB35792
ONONIN	HMDB33987
CPD-3041	HMDB37316
Ergothioneine	HMDB03045
FORMALDEHYDE	HMDB01426
3-HYDROXY-L-KYNURENINE	HMDB11631
CPD-3425	HMDB41263
XANTHOSINE	HMDB00299
OLEOYL-COA	HMDB01322
TRIETHYLAMINE	HMDB32539
CPD-4604	HMDB39238
FORMATE	HMDB00142
18-HYDROXYCORTICOSTERONE	HMDB00319
CPD1F-766	HMDB30684
PIPERIDINE	HMDB34301
NADPH	HMDB00221
CPD-2747	HMDB01013
CPD1F-130	HMDB02789
AMMONIA	HMDB00051
ACETOL	HMDB06961
3-HYDROXY-PROPIONATE	HMDB00700
ARG	HMDB00517
GLUCOSAMINE	HMDB01514
CPD-10277	HMDB33865
CPD-310	HMDB33747
VITAMIN_D3	HMDB14315
3-PHENYLPROPIONATE	HMDB00764
RIBOFLAVIN	HMDB00244
NADH	HMDB01487
COPROPORPHYRIN_III	HMDB00570
CPD-9269	HMDB33592
CPD-7204	HMDB36565
LEUKOTRIENE-C4	HMDB01198
CPD-10051	HMDB03450
6-HYDROXYCYCLOHEX-1-ENE-1-CARBONYL-COA	HMDB12179
2-KETO-3-METHYL-VALERATE	HMDB00491
L-23-DIAMINOPROPANOATE	HMDB02006
CPD-12447	HMDB36634
CPD-6646	HMDB32707
CPD-12015	HMDB41815
APIGENIN-7-O-BETA-D-GLUCOSIDE	HMDB37340
SELENOHOMOCYSTEINE	HMDB04119
CPD-575	HMDB31342
D-PROLINE	HMDB03411
CPD-10260	HMDB06498
OH-PYR	HMDB01352
N6N6N6-TRIMETHYL-L-LYSINE	HMDB01325
CPD-6121	HMDB12135
BENZALDEHYDE	HMDB06115
S-ADENOSYLMETHIONINAMINE	HMDB00988
UBIQUINOL-30	HMDB12299
CPD-653	HMDB59644
PYRIDOXAMINE	HMDB01431
CPD-8477	HMDB02080
CPD-11724	HMDB29318
CPD-6482	HMDB31864
BETA-D-FRUCTOSE	HMDB00660
N-4-GUANIDINOBUTYL-4-HYDROXYCINNAMAMID	HMDB33460
CPD-12505	HMDB04328
CPD-9758	HMDB35157
CPD-4580	HMDB01203
METHYLNICOTINATE	HMDB00875
PANTETHEINE-P	HMDB01416
CPD-7117	HMDB37997
DIHYDROFOLATE	HMDB01056
CPD-10591	HMDB06896
CPD-471	HMDB02299
CPD-14596	HMDB38482
CPD-34	HMDB38111
5-HYDROXY-FERULIC-ACID	HMDB35484
XANTHINE	HMDB00292
1-3-7-TRIMETHYLXANTHINE	HMDB01847
CPD-13371	HMDB32498
CPD-4885	HMDB33669
OH-HEXANOYL-COA	HMDB03942
CPD-7035	HMDB33944
CPD-72	HMDB60304
CPD-2961	HMDB01316
AMP	HMDB00045
CPD-1106	HMDB11747
CPD-8909	HMDB13692
CPD-671	HMDB01534
CPD-497	HMDB00767
PHOSPHORIBOSYL-ATP	HMDB03665
4-3-PYRIDYL-BUTANOATE	HMDB01007
2-PROPENYL-GLUCOSINOLATE	HMDB34070
L-DELTA1-PYRROLINE_5-CARBOXYLATE	HMDB01301
O-SINAPOYLCHOLINE	HMDB29379
D-MYO-INOSITOL-34-BISPHOSPHATE	HMDB06235
TETRA-H-BIOPTERIN	HMDB00027
SER	HMDB00187
CPD-8621	HMDB06841
FORMAMIDE	HMDB01536
CPD66-56	HMDB05082
LUTEOLIN-7-O-BETA-D-DIGLUCURONIDE	HMDB60297
CPD-1302	HMDB12177
CPD-402	HMDB32609
CPD-824	HMDB04225
TTP	HMDB01342
GLYCOCHOLIC_ACID	HMDB00138
CPD-3424	HMDB33991
3-HEXAPRENYL-4-HYDROXYBENZOATE	HMDB06816
CPD0-1065	HMDB12189
CPD-6998	HMDB31715
HISTIDINAL	HMDB12234
CPD-8729	HMDB36811
ASN	HMDB00168
CPD-7139	HMDB30693
ITP	HMDB00189
CPD-1128	HMDB02234
CPD-7100	HMDB12149
THIAZOL-YL-INDOLE	HMDB38631
DADP	HMDB01508
ETOH	HMDB00108
COPROPORPHYRINOGEN_III	HMDB01261
CPD-13494	HMDB05783
CPD-8685	HMDB31152
CPD-6947	HMDB04649
CPD-14494	HMDB02391
HYPOXANTHINE	HMDB00157
CPD-4211	HMDB01120
GLC-1-P	HMDB01586
CPD-1905	HMDB35763
THR	HMDB00167
CPD1F-115	HMDB36925
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	HMDB00114
4-FUMARYL-ACETOACETATE	HMDB01268
S-RETICULINE	HMDB03601
CPD-6883	HMDB29463
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	HMDB01117
CPD-9275	HMDB33963
D-SEDOHEPTULOSE-1-7-P2	HMDB60274
ALLANTOATE	HMDB01209
5-METHOXYFURANOCOUMARIN	HMDB30637
PALMITATE	HMDB00220
CPD-4122	HMDB33855
CPD-2751	HMDB01427
TETRACHLOROETHENE	HMDB41980
CPD-4903	HMDB30088
CPD-8785	HMDB04321
CPD-8268	HMDB07865
ALPHA-METHYL-5-ALPHA-ERGOSTA	HMDB06928
4-HYDROXY-BUTYRATE	HMDB15507
CHLOROBENZENE	HMDB41855
3-KETO-L-GULONATE	HMDB06334
CPD1F-120	HMDB37103
CPD-6082	HMDB01106
PURINE	HMDB01366
ACROLEIN	HMDB41822
AICAR	HMDB01517
CPD-6483	HMDB34107
5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP	HMDB01457
PYRIDOXINE	HMDB00239
L-ASPARTATE-SEMIALDEHYDE	HMDB12249
CPD-8892	HMDB01337
2-METHYLMALEATE	HMDB00634
4-HYDROXYPHENYLACETATE	HMDB00020
CPD1F-133	HMDB03101
3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE	HMDB00977
CPD-623	HMDB32037
CPD0-1110	HMDB12194
DCTP	HMDB00998
NITRITE	HMDB02786
HIS	HMDB00177
CPD-3194	HMDB01424
CPD-7700	HMDB30096
DEHYDROSPHINGANINE	HMDB01480
CPD-8672	HMDB12220
ERYTHROSE-4P	HMDB01321
THIAMINE-P	HMDB02666
PYRROLINE-HYDROXY-CARBOXYLATE	HMDB01369
CHORISMATE	HMDB12199
25-DICHLOROPHENOL	HMDB41800
CPD-206	HMDB01359
CPD-15266	HMDB38642
CPD-7036	HMDB31857
CPD-1107	HMDB03529
CPDQT-428	HMDB05785
NARINGENIN-CMPD	HMDB02670
ETHANAMINE	HMDB13231
GLUTATHIONE	HMDB00125
2-METHYL-ACETO-ACETYL-COA	HMDB01157
CARBAMYUL-L-ASPARTATE	HMDB00828
CPD-71	HMDB60305
CPD-239	HMDB02991
CPD-13973	HMDB15132
CPD-4892	HMDB35658
CPD-641	HMDB01090
CPD-342	HMDB00899
NEUROSPORENE	HMDB03114
CPD0-2108	HMDB03949
D-MYO-INOSITOL-1-MONOPHOSPHATE	HMDB02985
L-GAMMA-GLUTAMYLCYSTEINE	HMDB01049
ALLYSINE	HMDB59595
CPD-16506	HMDB00557
CPD-6501	HMDB31310
CPD-15901	HMDB36584
CPD-8959	HMDB31452
5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA	HMDB01335
CPD-881	HMDB02152
CPD-7973	HMDB39078
CPD-11875	HMDB00819
CEPHALOSPORIN-C	HMDB60450
D-GLT	HMDB03339
GLYCOL	HMDB32262
CPD-3745	HMDB03903
CPD-10548	HMDB06892
16-HYDROXYPALMITATE	HMDB06294
HOMOGENTISATE	HMDB00130
ADIPATE	HMDB00448
3-5-ADP	HMDB00061
CPD-8184	HMDB36619
CPD-843	HMDB29596
METOH	HMDB01875
CPD-4886	HMDB03375
CPD-9482	HMDB34652
3-KETOBUTYRATE	HMDB00060
CPD66-96	HMDB02034
CPD-1067	HMDB12115
CPD-8046	HMDB34219
NICOTINATE_NUCLEOTIDE	HMDB01132
5-OXOPROLINE	HMDB00267
CPD-8608	HMDB12159
L-EPINEPHRINE	HMDB00068
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	HMDB12208
INDOLE_ACETATE_AUXIN	HMDB00197
HG+2	HMDB03625
CPD-8653	HMDB29407
CAPSAICIN	HMDB02227
CPD-4902	HMDB38121
SUPER-OXIDE	HMDB02168
CPD-3521	HMDB34127
ISO-PROPANOL	HMDB00863
L-HYOSCYAMINE	HMDB14568
CPD-8846	HMDB34498
CPDQT-281	HMDB38403
CPD-8216	HMDB30670
CPD1F-453	HMDB37429
3-METHYLBENZYL-ALCOHOL	HMDB41473
CPD-1004	HMDB35268
INDOLE-3-CARBOXALDEHYDE	HMDB29737
HYDRPHENYLAC-CPD	HMDB03767
CPD-14504	HMDB34945
ACRYLYL-COA	HMDB02307
ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	HMDB12188
LIPOYL-AMP	HMDB59635
1-KETO-2-METHYLVALERATE	HMDB12140
B-ALANINE	HMDB00056
MORPHINONE	HMDB03563
CPD-14736	HMDB00684
D-SEDOHEPTULOSE-7-P	HMDB01068
ARABINOSE-5P	HMDB11734
CPD-2749	HMDB01297
L-CITRULLINE	HMDB00904
ADENOSYL-HOMO-CYS	HMDB00939
CPD-8671	HMDB12221
D-GALACTOSYL-14-D-GALACTOSYL-14-D-	HMDB04882
METHYLARSONATE	HMDB12258
GERANIOL	HMDB35155
CPD-4611	HMDB12244
CPD-695	HMDB36895
LAUROYLCOA-CPD	HMDB03571
CPD1F-114	HMDB03000
CPD-12175	HMDB00023
ALPHA-RIBAZOLE	HMDB11112
6-OXO-HEXANOATE	HMDB12882
2-HYDROXY-2-METHYLPROPANENITRILE	HMDB60427
DTDP-RHAMNOSE	HMDB06354
CPD1F-96	HMDB36896
CPD-4564	HMDB30640
NITRATE	HMDB02878
CPD-12017	HMDB60834
OXIDIZED-GLUTATHIONE	HMDB03337
N-SUCCINYL-2-AMINO-6-KETOPIMELATE	HMDB12266
CARBON-DIOXIDE	HMDB01967
CATECHOL	HMDB00957
CARNOSINE	HMDB00033
HCL	HMDB02306
CPD-341	HMDB03447
PHENYLGLYOXYLATE	HMDB01587
CPD-9425	HMDB30285
QUININE	HMDB14611
3-KETOLACTOSE	HMDB01030
SALICYLALDEHYDE	HMDB34170
CPD-209	HMDB04207
ADENOSYLCOBALAMIN	HMDB02086
CPD-10262	HMDB06529
CPD-560	HMDB01087
CPD-3482	HMDB12227
CHLOROACETIC-ACID	HMDB31331
CPD-597	HMDB33458
2-KETO-6-AMINO-CAPROATE	HMDB12151
CPD-14053	HMDB00787
P-AMINO-BENZOATE	HMDB01392
PYRIDOXINE-5P	HMDB01319
CHLORATE	HMDB02036
GAMMA-HCH	HMDB59785
ISOBUTYRATE	HMDB01873
CIS-3-HEXENOL	HMDB30003
RETINOATE	HMDB12874
VANILLIN	HMDB12308
CPD-3184	HMDB01365
CPD-7672	HMDB01527
CPD-862	HMDB59838
CPD-14142	HMDB15129
44-DIMETHYL-824-CHOLESTADIENOL	HMDB01286
6-HYDROXY-NICOTINATE	HMDB02658
WATER	HMDB02111
ZYMOSTEROL	HMDB06271
HOMO-SER	HMDB00719
CPD-4661	HMDB02352
L-GLUTAMATE-5-P	HMDB01228
CPD-660	HMDB31518
D-XYLULOSE	HMDB01644
CPD-3141	HMDB03217
DTDP-D-GLUCOSE	HMDB01328
ACTINOMYCIN-D	HMDB15105
CPD-1042	HMDB60471
CPD-8943	HMDB39521
CPD-8047	HMDB39475
N-ACETYL-GLUTAMYL-P	HMDB06456
CPD-207	HMDB06503
HYDROGEN-MOLECULE	HMDB01362
CPD-7037	HMDB31716
CPD-18	HMDB01064
CPD-12897	HMDB60421
CPD-7994	HMDB60253
CAPSANTHIN	HMDB36590
6-OXOCYCLOHEX-1-ENE-1-CARBONYL-COA	HMDB12180
CPD-9958	HMDB13111
CPD-3944	HMDB33732
ARACHIDONIC_ACID	HMDB01043
P-NITROPHENOL	HMDB01232
CPD-7243	HMDB06889
PROPIONYL-COA	HMDB01275
DAMP	HMDB00905
CYANURIC-ACID	HMDB41861
CPD-11879	HMDB01866
CPD-3631	HMDB36629
CPD0-1063	HMDB12152
INDOLE_LACTATE	HMDB00671
TDP-FUC4NAC	HMDB12222
CPD-10437	HMDB04983
CPD1G-0	HMDB11668
DIMETHYLBENZIMIDAZOLE	HMDB03701
XANTHURENATE	HMDB00881
N-ACETYL-5-METHOXY-TRYPTAMINE	HMDB01389
PREPHENATE	HMDB12283
GLUTACONYL-COA	HMDB01290
ALPHA-GLUCOSE	HMDB03345
CPD-4603	HMDB12240
DEOXYADENOSINE	HMDB00101
DELTA1-PYRROLINE_2-CARBOXYLATE	HMDB06875
CPD-9846	HMDB15044
SHIKIMATE	HMDB03070
CPD-8049	HMDB32777
CPD-11504	HMDB34997
4-AMINO-BUTYRALDEHYDE	HMDB01080
CPD-4745	HMDB35593
L-XYLULOSE	HMDB00751
CPD-4610	HMDB12243
QUINOLINATE	HMDB00232
AMMONIUM	HMDB41827
2-KETO-ISOVALERATE	HMDB00019
CPD-1903	HMDB35818
3-HYDROXY-ANTHRANILATE	HMDB01476
DIMETHYLARSINOUS-ACID	HMDB12216
NI+2	HMDB02457
DIMETHYLMAL-CPD	HMDB36232
INOSITOL-1-4-BISPHOSPHATE	HMDB00968
CPD-801	HMDB33249
5-HYDROXYINDOLE_ACETALDEHYDE	HMDB04073
17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O	HMDB02961
CPD-6641	HMDB34014
MYO-INOSITOL	HMDB00211
TRP	HMDB00929
CPD-10596	HMDB29306
MANNITOL-1P	HMDB01530
FUM	HMDB00134
GLT	HMDB00148
2-PG	HMDB03391
CPD-8652	HMDB04067
STREPTOMYCIN	HMDB15214
CPD-7238	HMDB06893
N-SUCCINYLLL-2-6-DIAMINOPIMELATE	HMDB12267
